year,month,day,hour,min,wind dir,wind speed,lat,lon,current dir,current speed
2010,1,6,8,50,131.0,3.1,29.237,94.404,,
2010,1,6,9,50,122.0,3.1,29.237,94.404,,
2010,1,6,10,50,116.0,4.0,29.237,94.404,,
2010,1,6,11,50,114.0,4.2,29.237,94.404,,
2010,1,6,12,50,121.0,4.8,29.237,94.404,,
2010,1,6,13,50,98.0,6.7,29.237,94.404,,
2010,1,6,14,50,117.0,6.2,29.237,94.404,,
2010,1,6,15,50,119.0,6.8,29.237,94.404,,
2010,1,6,16,50,124.0,7.2,29.237,94.404,,
2010,1,6,17,50,121.0,8.5,29.237,94.404,,
2010,1,6,18,50,123.0,8.3,29.237,94.404,,
2010,1,6,19,50,119.0,8.2,29.237,94.404,,
2010,1,6,20,50,129.0,8.8,29.237,94.404,,
2010,1,6,21,50,128.0,8.7,29.237,94.404,,
2010,1,6,22,50,136.0,7.1,29.237,94.404,,
2010,1,6,23,50,139.0,7.9,29.237,94.404,,
2010,1,7,0,50,132.0,7.9,29.237,94.404,,
2010,1,7,1,50,141.0,7.4,29.237,94.404,,
2010,1,7,2,50,147.0,7.8,29.237,94.404,,
2010,1,7,3,50,150.0,7.5,29.237,94.404,,
2010,1,7,4,50,152.0,7.9,29.237,94.404,,
2010,1,7,5,50,154.0,7.7,29.237,94.404,,
2010,1,7,6,50,154.0,7.1,29.237,94.404,,
2010,1,7,7,50,153.0,5.9,29.237,94.404,,
2010,1,7,8,50,167.0,9.4,29.237,94.404,,
2010,1,7,9,50,169.0,4.9,29.237,94.404,,
2010,1,7,10,50,231.0,7.2,29.237,94.404,,
2010,1,7,11,50,207.0,2.8,29.237,94.404,,
2010,1,7,12,50,270.0,6.2,29.237,94.404,,
2010,1,7,13,50,257.0,4.7,29.237,94.404,,
2010,1,7,14,50,348.0,9.7,29.237,94.404,,
2010,1,7,15,50,346.0,12.7,29.237,94.404,,
2010,1,7,16,50,353.0,14.3,29.237,94.404,,
2010,1,7,17,50,355.0,13.6,29.237,94.404,,
2010,1,7,18,50,349.0,13.8,29.237,94.404,,
2010,1,7,19,50,360.0,13.2,29.237,94.404,,
2010,1,7,20,50,356.0,12.1,29.237,94.404,,
2010,1,7,21,50,351.0,12.1,29.237,94.404,,
2010,1,7,22,50,359.0,12.4,29.237,94.404,,
2010,1,7,23,50,4.0,12.1,29.237,94.404,,
2010,1,8,0,50,353.0,12.5,29.237,94.404,,
2010,1,8,1,50,358.0,13.7,29.237,94.404,,
2010,1,8,2,50,357.0,13.7,29.237,94.404,,
2010,1,8,3,50,2.0,13.8,29.237,94.404,,
2010,1,8,4,50,356.0,14.0,29.237,94.404,,
2010,1,8,5,50,1.0,12.4,29.237,94.404,,
2010,1,8,6,50,3.0,12.4,29.237,94.404,,
2010,1,8,7,50,360.0,13.4,29.237,94.404,,
2010,1,8,8,50,356.0,13.5,29.237,94.404,,
2010,1,8,9,50,360.0,13.7,29.237,94.404,,
2010,1,8,10,50,355.0,14.2,29.237,94.404,,
2010,1,8,11,50,356.0,13.8,29.237,94.404,,
2010,1,8,12,50,353.0,12.9,29.237,94.404,,
2010,1,8,13,50,359.0,12.4,29.237,94.404,,
2010,1,8,14,50,351.0,11.8,29.237,94.404,,
2010,1,8,15,50,351.0,9.8,29.237,94.404,,
2010,1,8,16,50,352.0,9.8,29.237,94.404,,
2010,1,8,17,50,353.0,10.5,29.237,94.404,,
2010,1,8,18,50,351.0,9.5,29.237,94.404,,
2010,1,8,19,50,349.0,9.5,29.237,94.404,,
2010,1,8,20,50,341.0,8.8,29.237,94.404,,
2010,1,8,21,50,339.0,9.4,29.237,94.404,,
2010,1,8,22,50,340.0,9.2,29.237,94.404,,
2010,1,8,23,50,348.0,9.6,29.237,94.404,,
2010,1,9,0,50,345.0,9.2,29.237,94.404,,
2010,1,9,1,50,340.0,9.8,29.237,94.404,,
2010,1,9,2,50,346.0,9.8,29.237,94.404,,
2010,1,9,3,50,345.0,10.1,29.237,94.404,,
2010,1,9,4,50,354.0,10.6,29.237,94.404,,
2010,1,9,5,50,4.0,10.6,29.237,94.404,,
2010,1,9,6,50,359.0,10.6,29.237,94.404,,
2010,1,9,7,50,7.0,9.7,29.237,94.404,,
2010,1,9,8,50,10.0,9.5,29.237,94.404,,
2010,1,9,9,50,7.0,9.4,29.237,94.404,,
2010,1,9,10,50,8.0,8.6,29.237,94.404,,
2010,1,9,11,50,5.0,8.2,29.237,94.404,,
2010,1,9,12,50,10.0,7.9,29.237,94.404,,
2010,1,9,13,50,22.0,6.9,29.237,94.404,,
2010,1,9,14,50,25.0,6.4,29.237,94.404,,
2010,1,9,15,50,20.0,6.1,29.237,94.404,,
2010,1,9,16,50,17.0,5.6,29.237,94.404,,
2010,1,9,17,50,16.0,5.9,29.237,94.404,,
2010,1,9,18,50,348.0,4.5,29.237,94.404,,
2010,1,9,19,50,1.0,3.8,29.237,94.404,,
2010,1,9,20,50,347.0,2.9,29.237,94.404,,
2010,1,9,21,50,355.0,2.8,29.237,94.404,,
2010,1,9,22,50,321.0,3.3,29.237,94.404,,
2010,1,9,23,50,337.0,3.7,29.237,94.404,,
2010,1,10,0,50,11.0,4.7,29.237,94.404,,
2010,1,10,1,50,17.0,6.5,29.237,94.404,,
2010,1,10,2,50,13.0,6.4,29.237,94.404,,
2010,1,10,3,50,21.0,5.9,29.237,94.404,,
2010,1,10,4,50,22.0,6.9,29.237,94.404,,
2010,1,10,5,50,34.0,7.0,29.237,94.404,,
2010,1,10,6,50,38.0,7.1,29.237,94.404,,
2010,1,10,7,50,33.0,6.9,29.237,94.404,,
2010,1,10,8,50,39.0,7.9,29.237,94.404,,
2010,1,10,9,50,46.0,8.0,29.237,94.404,,
2010,1,10,10,50,48.0,8.5,29.237,94.404,,
2010,1,10,11,50,49.0,7.9,29.237,94.404,,
2010,1,10,12,50,59.0,7.2,29.237,94.404,,
2010,1,10,13,50,56.0,7.6,29.237,94.404,,
2010,1,10,14,50,62.0,7.2,29.237,94.404,,
2010,1,10,15,50,54.0,7.5,29.237,94.404,,
2010,1,10,16,50,59.0,7.3,29.237,94.404,,
2010,1,10,17,50,59.0,5.2,29.237,94.404,,
2010,1,10,18,50,51.0,4.8,29.237,94.404,,
2010,1,10,19,50,58.0,4.3,29.237,94.404,,
2010,1,10,20,50,65.0,3.7,29.237,94.404,,
2010,1,10,21,50,55.0,2.7,29.237,94.404,,
2010,1,10,22,50,69.0,1.9,29.237,94.404,,
2010,1,10,23,50,104.0,1.9,29.237,94.404,,
2010,1,11,0,50,100.0,2.1,29.237,94.404,,
2010,1,11,1,50,93.0,1.9,29.237,94.404,,
2010,1,11,2,50,83.0,2.1,29.237,94.404,,
2010,1,11,3,50,107.0,1.8,29.237,94.404,,
2010,1,11,4,50,101.0,2.6,29.237,94.404,,
2010,1,11,5,50,114.0,2.5,29.237,94.404,,
2010,1,11,6,50,123.0,1.9,29.237,94.404,,
2010,1,11,7,50,128.0,2.3,29.237,94.404,,
2010,1,11,8,50,162.0,2.2,29.237,94.404,,
2010,1,11,9,50,174.0,1.9,29.237,94.404,,
2010,1,11,10,50,191.0,2.5,29.237,94.404,,
2010,1,11,11,50,143.0,1.7,29.237,94.404,,
2010,1,11,12,50,126.0,2.8,29.237,94.404,,
2010,1,11,13,50,150.0,3.4,29.237,94.404,,
2010,1,11,14,50,141.0,3.1,29.237,94.404,,
2010,1,11,15,50,146.0,2.5,29.237,94.404,,
2010,1,11,16,50,145.0,1.6,29.237,94.404,,
2010,1,11,17,50,149.0,1.9,29.237,94.404,,
2010,1,11,18,50,120.0,0.4,29.237,94.404,,
2010,1,11,19,50,101.0,0.6,29.237,94.404,,
2010,1,11,20,50,155.0,0.4,29.237,94.404,,
2010,1,11,21,50,71.0,0.4,29.237,94.404,,
2010,1,11,22,50,88.0,1.3,29.237,94.404,,
2010,1,11,23,50,101.0,1.8,29.237,94.404,,
2010,1,12,0,50,132.0,1.9,29.237,94.404,,
2010,1,12,1,50,151.0,2.1,29.237,94.404,,
2010,1,12,2,50,150.0,2.3,29.237,94.404,,
2010,1,12,3,50,187.0,3.1,29.237,94.404,,
2010,1,12,4,50,180.0,3.4,29.237,94.404,,
2010,1,12,5,50,193.0,2.6,29.237,94.404,,
2010,1,12,6,50,191.0,1.9,29.237,94.404,,
2010,1,12,7,50,229.0,2.3,29.237,94.404,,
2010,1,12,8,50,227.0,1.7,29.237,94.404,,
2010,1,12,9,50,282.0,1.1,29.237,94.404,,
2010,1,12,10,50,324.0,2.0,29.237,94.404,,
2010,1,12,11,50,324.0,2.4,29.237,94.404,,
2010,1,12,12,50,348.0,2.5,29.237,94.404,,
2010,1,12,13,50,6.0,3.1,29.237,94.404,,
2010,1,12,14,50,356.0,3.1,29.237,94.404,,
2010,1,12,15,50,4.0,3.0,29.237,94.404,,
2010,1,12,16,50,340.0,2.6,29.237,94.404,,
2010,1,12,17,50,319.0,2.7,29.237,94.404,,
2010,1,12,18,50,286.0,2.1,29.237,94.404,,
2010,1,12,19,50,253.0,1.9,29.237,94.404,,
2010,1,12,20,50,335.0,1.8,29.237,94.404,,
2010,1,12,21,50,180.0,0.0,29.237,94.404,,
2010,1,12,22,50,109.0,1.1,29.237,94.404,,
2010,1,12,23,50,139.0,2.2,29.237,94.404,,
2010,1,13,0,50,136.0,2.1,29.237,94.404,,
2010,1,13,1,50,129.0,1.2,29.237,94.404,,
2010,1,13,2,50,138.0,1.7,29.237,94.404,,
2010,1,13,3,50,153.0,2.3,29.237,94.404,,
2010,1,13,4,50,132.0,2.0,29.237,94.404,,
2010,1,13,5,50,144.0,2.1,29.237,94.404,,
2010,1,13,6,50,109.0,1.2,29.237,94.404,,
2010,1,13,7,50,95.0,1.6,29.237,94.404,,
2010,1,13,8,50,66.0,2.3,29.237,94.404,,
2010,1,13,9,50,65.0,4.5,29.237,94.404,,
2010,1,13,10,50,82.0,6.5,29.237,94.404,,
2010,1,13,11,50,83.0,7.5,29.237,94.404,,
2010,1,13,12,50,87.0,6.9,29.237,94.404,,
2010,1,13,13,50,91.0,6.7,29.237,94.404,,
2010,1,13,14,50,96.0,7.6,29.237,94.404,,
2010,1,13,15,50,95.0,6.8,29.237,94.404,,
2010,1,13,16,50,,5.4,29.237,94.404,,
2010,1,13,17,50,105.0,5.1,29.237,94.404,,
2010,1,13,18,50,106.0,5.0,29.237,94.404,,
2010,1,13,19,50,106.0,5.2,29.237,94.404,,
2010,1,13,20,50,111.0,5.1,29.237,94.404,,
2010,1,13,21,50,109.0,5.9,29.237,94.404,,
2010,1,13,22,50,111.0,6.4,29.237,94.404,,
2010,1,13,23,50,106.0,7.5,29.237,94.404,,
2010,1,14,0,50,107.0,7.2,29.237,94.404,,
2010,1,14,1,50,107.0,7.2,29.237,94.404,,
2010,1,14,2,50,107.0,6.3,29.237,94.404,,
2010,1,14,3,50,105.0,6.5,29.237,94.404,,
2010,1,14,4,50,105.0,6.7,29.237,94.404,,
2010,1,14,5,50,112.0,6.8,29.237,94.404,,
2010,1,14,6,50,116.0,6.6,29.237,94.404,,
2010,1,14,7,50,110.0,7.0,29.237,94.404,,
2010,1,14,8,50,109.0,6.9,29.237,94.404,,
2010,1,14,9,50,106.0,7.0,29.237,94.404,,
2010,1,14,10,50,109.0,7.4,29.237,94.404,,
2010,1,14,11,50,107.0,7.5,29.237,94.404,,
2010,1,14,12,50,112.0,7.9,29.237,94.404,,
2010,1,14,13,50,103.0,6.7,29.237,94.404,,
2010,1,14,14,50,,5.9,29.237,94.404,,
2010,1,14,15,50,102.0,6.8,29.237,94.404,,
2010,1,14,16,50,104.0,6.3,29.237,94.404,,
2010,1,14,17,50,92.0,5.7,29.237,94.404,,
2010,1,14,18,50,88.0,6.3,29.237,94.404,,
2010,1,14,19,50,85.0,6.8,29.237,94.404,,
2010,1,14,20,50,95.0,7.6,29.237,94.404,,
2010,1,14,21,50,95.0,8.4,29.237,94.404,,
2010,1,14,22,50,81.0,8.4,29.237,94.404,,
2010,1,14,23,50,86.0,7.7,29.237,94.404,,
2010,1,15,0,50,97.0,7.4,29.237,94.404,,
2010,1,15,1,50,94.0,9.6,29.237,94.404,,
2010,1,15,2,50,92.0,8.9,29.237,94.404,,
2010,1,15,3,50,86.0,8.5,29.237,94.404,,
2010,1,15,4,50,90.0,9.2,29.237,94.404,,
2010,1,15,5,50,90.0,10.4,29.237,94.404,,
2010,1,15,6,50,83.0,10.2,29.237,94.404,,
2010,1,15,7,50,87.0,9.3,29.237,94.404,,
2010,1,15,8,50,80.0,10.3,29.237,94.404,,
2010,1,15,9,50,77.0,10.1,29.237,94.404,,
2010,1,15,10,50,77.0,10.4,29.237,94.404,,
2010,1,15,11,50,69.0,11.8,29.237,94.404,,
2010,1,15,12,50,60.0,11.5,29.237,94.404,,
2010,1,15,13,50,68.0,11.2,29.237,94.404,,
2010,1,15,14,50,71.0,11.4,29.237,94.404,,
2010,1,15,15,50,76.0,11.7,29.237,94.404,,
2010,1,15,16,50,72.0,11.9,29.237,94.404,,
2010,1,15,17,50,62.0,14.5,29.237,94.404,,
2010,1,15,18,50,64.0,15.9,29.237,94.404,,
2010,1,15,19,50,64.0,14.1,29.237,94.404,,
2010,1,15,20,50,70.0,14.1,29.237,94.404,,
2010,1,15,21,50,72.0,14.5,29.237,94.404,,
2010,1,15,22,50,75.0,13.4,29.237,94.404,,
2010,1,15,23,50,82.0,13.2,29.237,94.404,,
2010,1,16,0,50,84.0,12.9,29.237,94.404,,
2010,1,16,1,50,86.0,13.0,29.237,94.404,,
2010,1,16,2,50,86.0,12.1,29.237,94.404,,
2010,1,16,3,50,80.0,11.1,29.237,94.404,,
2010,1,16,4,50,77.0,11.2,29.237,94.404,,
2010,1,16,5,50,75.0,10.6,29.237,94.404,,
2010,1,16,6,50,72.0,10.8,29.237,94.404,,
2010,1,16,7,50,70.0,9.8,29.237,94.404,,
2010,1,16,8,50,71.0,9.8,29.237,94.404,,
2010,1,16,9,50,72.0,9.2,29.237,94.404,,
2010,1,16,10,50,58.0,9.0,29.237,94.404,,
2010,1,16,11,50,65.0,8.4,29.237,94.404,,
2010,1,16,12,50,56.0,7.9,29.237,94.404,,
2010,1,16,13,50,23.0,7.4,29.237,94.404,,
2010,1,16,14,50,351.0,7.3,29.237,94.404,,
2010,1,16,15,50,346.0,8.8,29.237,94.404,,
2010,1,16,16,50,341.0,10.2,29.237,94.404,,
2010,1,16,17,50,340.0,10.9,29.237,94.404,,
2010,1,16,18,50,334.0,10.8,29.237,94.404,,
2010,1,16,19,50,323.0,9.4,29.237,94.404,,
2010,1,16,20,50,331.0,8.2,29.237,94.404,,
2010,1,16,21,50,316.0,11.2,29.237,94.404,,
2010,1,16,22,50,323.0,10.0,29.237,94.404,,
2010,1,16,23,50,318.0,10.4,29.237,94.404,,
2010,1,17,0,50,320.0,9.7,29.237,94.404,,
2010,1,17,1,50,313.0,9.7,29.237,94.404,,
2010,1,17,2,50,325.0,8.4,29.237,94.404,,
2010,1,17,3,50,299.0,7.2,29.237,94.404,,
2010,1,17,4,50,299.0,7.5,29.237,94.404,,
2010,1,17,5,50,279.0,8.0,29.237,94.404,,
2010,1,17,6,50,271.0,8.2,29.237,94.404,,
2010,1,17,7,50,274.0,8.0,29.237,94.404,,
2010,1,17,8,50,272.0,7.3,29.237,94.404,,
2010,1,17,9,50,299.0,8.4,29.237,94.404,,
2010,1,17,10,50,300.0,7.1,29.237,94.404,,
2010,1,17,11,50,306.0,7.5,29.237,94.404,,
2010,1,17,12,50,316.0,6.9,29.237,94.404,,
2010,1,17,13,50,305.0,5.6,29.237,94.404,,
2010,1,17,14,50,297.0,5.9,29.237,94.404,,
2010,1,17,15,50,305.0,5.4,29.237,94.404,,
2010,1,17,16,50,316.0,4.7,29.237,94.404,,
2010,1,17,17,50,238.0,5.9,29.237,94.404,,
2010,1,17,18,50,243.0,6.1,29.237,94.404,,
2010,1,17,19,50,233.0,5.8,29.237,94.404,,
2010,1,17,20,50,227.0,5.1,29.237,94.404,,
2010,1,17,21,50,218.0,4.6,29.237,94.404,,
2010,1,17,22,50,210.0,3.6,29.237,94.404,,
2010,1,17,23,50,223.0,3.4,29.237,94.404,,
2010,1,18,0,50,234.0,3.1,29.237,94.404,,
2010,1,18,1,50,237.0,2.2,29.237,94.404,,
2010,1,18,2,50,215.0,1.4,29.237,94.404,,
2010,1,18,3,50,222.0,2.1,29.237,94.404,,
2010,1,18,4,50,211.0,1.5,29.237,94.404,,
2010,1,18,5,50,189.0,2.0,29.237,94.404,,
2010,1,18,6,50,191.0,2.4,29.237,94.404,,
2010,1,18,7,50,190.0,1.5,29.237,94.404,,
2010,1,18,8,50,151.0,2.4,29.237,94.404,,
2010,1,18,9,50,118.0,2.3,29.237,94.404,,
2010,1,18,10,50,125.0,1.9,29.237,94.404,,
2010,1,18,11,50,116.0,2.6,29.237,94.404,,
2010,1,18,12,50,109.0,3.7,29.237,94.404,,
2010,1,18,13,50,119.0,2.9,29.237,94.404,,
2010,1,18,14,50,113.0,3.8,29.237,94.404,,
2010,1,18,15,50,111.0,4.8,29.237,94.404,,
2010,1,18,16,50,114.0,5.5,29.237,94.404,,
2010,1,18,17,50,123.0,4.9,29.237,94.404,,
2010,1,18,18,50,126.0,3.6,29.237,94.404,,
2010,1,18,19,50,115.0,4.0,29.237,94.404,,
2010,1,18,20,50,122.0,3.7,29.237,94.404,,
2010,1,18,21,50,117.0,4.3,29.237,94.404,,
2010,1,18,22,50,120.0,4.2,29.237,94.404,,
2010,1,18,23,50,123.0,4.0,29.237,94.404,,
2010,1,19,0,50,132.0,4.4,29.237,94.404,,
2010,1,19,1,50,140.0,4.5,29.237,94.404,,
2010,1,19,2,50,138.0,5.0,29.237,94.404,,
2010,1,19,3,50,150.0,6.4,29.237,94.404,,
2010,1,19,4,50,160.0,4.9,29.237,94.404,,
2010,1,19,5,50,155.0,5.0,29.237,94.404,,
2010,1,19,6,50,152.0,4.7,29.237,94.404,,
2010,1,19,7,50,151.0,3.9,29.237,94.404,,
2010,1,19,8,50,158.0,4.5,29.237,94.404,,
2010,1,19,9,50,141.0,3.4,29.237,94.404,,
2010,1,19,10,50,154.0,4.3,29.237,94.404,,
2010,1,19,11,50,152.0,4.4,29.237,94.404,,
2010,1,19,12,50,148.0,3.8,29.237,94.404,,
2010,1,19,13,50,144.0,4.5,29.237,94.404,,
2010,1,19,14,50,145.0,3.8,29.237,94.404,,
2010,1,19,15,50,146.0,4.8,29.237,94.404,,
2010,1,19,16,50,141.0,4.8,29.237,94.404,,
2010,1,19,17,50,135.0,4.3,29.237,94.404,,
2010,1,19,18,50,125.0,3.8,29.237,94.404,,
2010,1,19,19,50,123.0,3.3,29.237,94.404,,
2010,1,19,20,50,136.0,3.8,29.237,94.404,,
2010,1,19,21,50,133.0,4.3,29.237,94.404,,
2010,1,19,22,50,135.0,4.5,29.237,94.404,,
2010,1,19,23,50,136.0,4.9,29.237,94.404,,
2010,1,20,0,50,132.0,4.1,29.237,94.404,,
2010,1,20,1,50,138.0,4.7,29.237,94.404,,
2010,1,20,2,50,134.0,5.0,29.237,94.404,,
2010,1,20,3,50,140.0,5.9,29.237,94.404,,
2010,1,20,4,50,136.0,5.5,29.237,94.404,,
2010,1,20,5,50,138.0,5.8,29.237,94.404,,
2010,1,20,6,50,128.0,4.7,29.237,94.404,,
2010,1,20,7,50,125.0,3.4,29.237,94.404,,
2010,1,20,8,50,123.0,2.4,29.237,94.404,,
2010,1,20,9,50,115.0,3.8,29.237,94.404,,
2010,1,20,10,50,93.0,3.1,29.237,94.404,,
2010,1,20,11,50,89.0,2.5,29.237,94.404,,
2010,1,20,12,50,100.0,3.7,29.237,94.404,,
2010,1,20,13,50,118.0,4.7,29.237,94.404,,
2010,1,20,14,50,120.0,4.5,29.237,94.404,,
2010,1,20,15,50,130.0,3.9,29.237,94.404,,
2010,1,20,16,50,144.0,5.5,29.237,94.404,,
2010,1,20,17,50,142.0,5.5,29.237,94.404,,
2010,1,20,18,50,135.0,4.4,29.237,94.404,,
2010,1,20,19,50,128.0,4.2,29.237,94.404,,
2010,1,20,20,50,125.0,5.9,29.237,94.404,,
2010,1,20,21,50,137.0,6.2,29.237,94.404,,
2010,1,20,22,50,126.0,5.9,29.237,94.404,,
2010,1,20,23,50,129.0,6.5,29.237,94.404,,
2010,1,21,0,50,136.0,7.3,29.237,94.404,,
2010,1,21,1,50,156.0,4.6,29.237,94.404,,
