year,month,day,hour,min,wind dir,wind speed,lat,lon
2010,7,23,4,50,114.0,11.4,22.14,94.112
2010,7,23,5,50,124.0,11.3,22.14,94.112
2010,7,23,6,50,143.0,12.9,22.14,94.112
2010,7,23,7,50,133.0,13.1,22.14,94.112
2010,7,23,8,50,140.0,11.8,22.14,94.112
2010,7,23,9,50,143.0,11.8,22.14,94.112
2010,7,23,10,50,153.0,10.1,22.14,94.112
2010,7,23,11,50,152.0,10.7,22.14,94.112
2010,7,23,12,50,121.0,7.4,22.14,94.112
2010,7,23,13,50,136.0,8.3,22.14,94.112
2010,7,23,14,50,144.0,9.1,22.14,94.112
2010,7,23,15,50,145.0,7.5,22.14,94.112
2010,7,23,16,50,134.0,11.6,22.14,94.112
2010,7,23,17,50,147.0,6.9,22.14,94.112
2010,7,23,18,50,120.0,9.7,22.14,94.112
2010,7,23,19,50,149.0,10.3,22.14,94.112
2010,7,23,20,50,148.0,10.8,22.14,94.112
2010,7,23,21,50,153.0,6.9,22.14,94.112
2010,7,23,22,50,130.0,5.5,22.14,94.112
2010,7,23,23,50,93.0,4.8,22.14,94.112
2010,7,24,0,50,76.0,6.8,22.14,94.112
2010,7,24,1,50,81.0,7.0,22.14,94.112
2010,7,24,2,50,83.0,6.6,22.14,94.112
2010,7,24,3,50,96.0,8.9,22.14,94.112
2010,7,24,4,50,102.0,8.1,22.14,94.112
2010,7,24,5,50,96.0,8.1,22.14,94.112
2010,7,24,6,50,97.0,8.1,22.14,94.112
2010,7,24,7,50,98.0,8.8,22.14,94.112
2010,7,24,8,50,103.0,9.2,22.14,94.112
2010,7,24,9,50,97.0,9.0,22.14,94.112
2010,7,24,10,50,101.0,8.5,22.14,94.112
2010,7,24,11,50,102.0,8.8,22.14,94.112
2010,7,24,12,50,100.0,9.5,22.14,94.112
2010,7,24,13,50,109.0,8.7,22.14,94.112
2010,7,24,14,50,100.0,8.2,22.14,94.112
2010,7,24,15,50,95.0,8.2,22.14,94.112
2010,7,24,16,50,92.0,7.0,22.14,94.112
2010,7,24,17,50,105.0,7.3,22.14,94.112
2010,7,24,18,50,98.0,8.0,22.14,94.112
2010,7,24,19,50,98.0,7.3,22.14,94.112
2010,7,24,20,50,101.0,6.5,22.14,94.112
2010,7,24,21,50,93.0,6.4,22.14,94.112
2010,7,24,22,50,103.0,6.4,22.14,94.112
2010,7,24,23,50,85.0,6.2,22.14,94.112
2010,7,25,0,50,74.0,6.4,22.14,94.112
2010,7,25,1,50,80.0,6.1,22.14,94.112
2010,7,25,2,50,85.0,6.2,22.14,94.112
2010,7,25,3,50,86.0,6.1,22.14,94.112
2010,7,25,4,50,90.0,5.5,22.14,94.112
2010,7,25,5,50,97.0,5.7,22.14,94.112
2010,7,25,6,50,95.0,6.2,22.14,94.112
2010,7,25,7,50,94.0,5.5,22.14,94.112
2010,7,25,8,50,92.0,5.6,22.14,94.112
2010,7,25,9,50,93.0,6.3,22.14,94.112
2010,7,25,10,50,88.0,6.3,22.14,94.112
2010,7,25,11,50,91.0,5.4,22.14,94.112
2010,7,25,12,50,109.0,5.1,22.14,94.112
2010,7,25,13,50,98.0,5.4,22.14,94.112
2010,7,25,14,50,103.0,5.1,22.14,94.112
2010,7,25,15,50,89.0,4.2,22.14,94.112
2010,7,25,16,50,91.0,4.6,22.14,94.112
2010,7,25,17,50,84.0,5.4,22.14,94.112
2010,7,25,18,50,80.0,5.1,22.14,94.112
2010,7,25,19,50,65.0,4.8,22.14,94.112
2010,7,25,20,50,68.0,4.6,22.14,94.112
2010,7,25,21,50,49.0,5.3,22.14,94.112
2010,7,25,22,50,65.0,6.2,22.14,94.112
2010,7,25,23,50,69.0,6.5,22.14,94.112
2010,7,26,0,50,66.0,6.4,22.14,94.112
2010,7,26,1,50,96.0,7.5,22.14,94.112
2010,7,26,2,50,85.0,6.0,22.14,94.112
2010,7,26,3,50,84.0,5.7,22.14,94.112
2010,7,26,4,50,87.0,5.4,22.14,94.112
2010,7,26,5,50,100.0,5.3,22.14,94.112
2010,7,26,6,50,107.0,6.2,22.14,94.112
2010,7,26,7,50,108.0,8.0,22.14,94.112
2010,7,26,8,50,107.0,8.3,22.14,94.112
2010,7,26,9,50,108.0,7.7,22.14,94.112
2010,7,26,10,50,110.0,5.6,22.14,94.112
2010,7,26,11,50,112.0,6.0,22.14,94.112
2010,7,26,12,50,116.0,5.4,22.14,94.112
2010,7,26,13,50,110.0,5.2,22.14,94.112
2010,7,26,14,50,119.0,5.6,22.14,94.112
2010,7,26,15,50,122.0,6.8,22.14,94.112
2010,7,26,16,50,122.0,6.4,22.14,94.112
2010,7,26,17,50,114.0,5.1,22.14,94.112
2010,7,26,18,50,103.0,5.9,22.14,94.112
2010,7,26,19,50,102.0,6.5,22.14,94.112
2010,7,26,20,50,90.0,6.1,22.14,94.112
2010,7,26,21,50,88.0,7.1,22.14,94.112
2010,7,26,22,50,85.0,7.4,22.14,94.112
2010,7,26,23,50,89.0,6.7,22.14,94.112
2010,7,27,0,50,84.0,7.6,22.14,94.112
2010,7,27,1,50,77.0,7.2,22.14,94.112
2010,7,27,2,50,,7.6,22.14,94.112
2010,7,27,3,50,104.0,8.0,22.14,94.112
2010,7,27,4,50,119.0,8.0,22.14,94.112
2010,7,27,5,50,120.0,6.4,22.14,94.112
2010,7,27,6,50,130.0,7.8,22.14,94.112
2010,7,27,7,50,128.0,9.2,22.14,94.112
2010,7,27,8,50,123.0,11.1,22.14,94.112
2010,7,27,9,50,125.0,10.1,22.14,94.112
2010,7,27,10,50,123.0,9.3,22.14,94.112
2010,7,27,11,50,118.0,10.1,22.14,94.112
2010,7,27,12,50,125.0,9.7,22.14,94.112
2010,7,27,13,50,115.0,9.1,22.14,94.112
2010,7,27,14,50,117.0,11.2,22.14,94.112
2010,7,27,15,50,126.0,11.2,22.14,94.112
2010,7,27,16,50,122.0,10.8,22.14,94.112
2010,7,27,17,50,123.0,10.9,22.14,94.112
2010,7,27,18,50,124.0,10.0,22.14,94.112
2010,7,27,19,50,121.0,9.3,22.14,94.112
2010,7,27,20,50,110.0,10.6,22.14,94.112
2010,7,27,21,50,155.0,11.3,22.14,94.112
2010,7,27,22,50,120.0,9.1,22.14,94.112
2010,7,27,23,50,123.0,9.8,22.14,94.112
2010,7,28,0,50,116.0,8.0,22.14,94.112
2010,7,28,1,50,106.0,7.8,22.14,94.112
2010,7,28,2,50,97.0,7.9,22.14,94.112
2010,7,28,3,50,94.0,8.2,22.14,94.112
2010,7,28,4,50,98.0,9.1,22.14,94.112
2010,7,28,5,50,100.0,8.3,22.14,94.112
2010,7,28,6,50,94.0,9.0,22.14,94.112
2010,7,28,7,50,105.0,9.3,22.14,94.112
2010,7,28,8,50,111.0,9.3,22.14,94.112
2010,7,28,9,50,110.0,8.9,22.14,94.112
2010,7,28,10,50,121.0,9.5,22.14,94.112
2010,7,28,11,50,123.0,10.2,22.14,94.112
2010,7,28,12,50,121.0,10.0,22.14,94.112
2010,7,28,13,50,118.0,9.6,22.14,94.112
2010,7,28,14,50,128.0,8.7,22.14,94.112
2010,7,28,15,50,125.0,8.2,22.14,94.112
2010,7,28,16,50,116.0,8.3,22.14,94.112
2010,7,28,17,50,112.0,8.2,22.14,94.112
2010,7,28,18,50,102.0,8.6,22.14,94.112
2010,7,28,19,50,97.0,8.6,22.14,94.112
2010,7,28,20,50,,9.4,22.14,94.112
2010,7,28,21,50,106.0,8.1,22.14,94.112
2010,7,28,22,50,96.0,8.0,22.14,94.112
2010,7,28,23,50,90.0,7.8,22.14,94.112
2010,7,29,0,50,86.0,7.6,22.14,94.112
2010,7,29,1,50,79.0,8.2,22.14,94.112
2010,7,29,2,50,85.0,8.3,22.14,94.112
2010,7,29,3,50,82.0,8.4,22.14,94.112
2010,7,29,4,50,84.0,8.1,22.14,94.112
2010,7,29,5,50,88.0,8.1,22.14,94.112
2010,7,29,6,50,86.0,9.1,22.14,94.112
2010,7,29,7,50,97.0,9.1,22.14,94.112
2010,7,29,8,50,97.0,8.6,22.14,94.112
2010,7,29,9,50,96.0,7.8,22.14,94.112
2010,7,29,10,50,100.0,8.9,22.14,94.112
2010,7,29,11,50,101.0,8.5,22.14,94.112
2010,7,29,12,50,102.0,8.1,22.14,94.112
2010,7,29,13,50,92.0,7.7,22.14,94.112
2010,7,29,14,50,97.0,7.9,22.14,94.112
2010,7,29,15,50,95.0,7.4,22.14,94.112
2010,7,29,16,50,95.0,7.8,22.14,94.112
2010,7,29,17,50,96.0,7.7,22.14,94.112
2010,7,29,18,50,,6.8,22.14,94.112
2010,7,29,19,50,103.0,6.4,22.14,94.112
2010,7,29,20,50,95.0,5.0,22.14,94.112
2010,7,29,21,50,68.0,5.6,22.14,94.112
2010,7,29,22,50,67.0,5.8,22.14,94.112
2010,7,29,23,50,71.0,5.3,22.14,94.112
2010,7,30,0,50,79.0,5.5,22.14,94.112
2010,7,30,1,50,82.0,4.4,22.14,94.112
2010,7,30,2,50,69.0,4.7,22.14,94.112
2010,7,30,3,50,70.0,4.7,22.14,94.112
2010,7,30,4,50,73.0,4.3,22.14,94.112
2010,7,30,5,50,88.0,5.7,22.14,94.112
2010,7,30,6,50,90.0,6.3,22.14,94.112
2010,7,30,7,50,88.0,4.1,22.14,94.112
2010,7,30,8,50,89.0,4.9,22.14,94.112
2010,7,30,9,50,77.0,5.3,22.14,94.112
2010,7,30,10,50,83.0,5.6,22.14,94.112
2010,7,30,11,50,75.0,5.5,22.14,94.112
2010,7,30,12,50,85.0,4.5,22.14,94.112
2010,7,30,13,50,90.0,3.2,22.14,94.112
2010,7,30,14,50,85.0,3.5,22.14,94.112
2010,7,30,15,50,81.0,3.0,22.14,94.112
2010,7,30,16,50,88.0,2.2,22.14,94.112
2010,7,30,17,50,61.0,1.9,22.14,94.112
2010,7,30,18,50,33.0,3.0,22.14,94.112
2010,7,30,19,50,28.0,3.0,22.14,94.112
2010,7,30,20,50,58.0,5.8,22.14,94.112
2010,7,30,21,50,59.0,6.4,22.14,94.112
2010,7,30,22,50,64.0,5.9,22.14,94.112
2010,7,30,23,50,58.0,6.6,22.14,94.112
2010,7,31,0,50,63.0,4.9,22.14,94.112
2010,7,31,1,50,56.0,5.1,22.14,94.112
2010,7,31,2,50,61.0,5.9,22.14,94.112
2010,7,31,3,50,61.0,5.7,22.14,94.112
2010,7,31,4,50,77.0,5.1,22.14,94.112
2010,7,31,5,50,83.0,4.5,22.14,94.112
2010,7,31,6,50,91.0,4.3,22.14,94.112
2010,7,31,7,50,89.0,4.0,22.14,94.112
2010,7,31,8,50,82.0,2.8,22.14,94.112
2010,7,31,9,50,57.0,2.6,22.14,94.112
2010,7,31,10,50,57.0,2.1,22.14,94.112
2010,7,31,11,50,30.0,1.8,22.14,94.112
2010,7,31,12,50,43.0,2.3,22.14,94.112
2010,7,31,13,50,31.0,2.7,22.14,94.112
2010,7,31,14,50,55.0,3.1,22.14,94.112
2010,7,31,15,50,40.0,3.3,22.14,94.112
2010,7,31,16,50,51.0,3.7,22.14,94.112
2010,7,31,17,50,65.0,3.1,22.14,94.112
2010,7,31,18,50,66.0,2.7,22.14,94.112
2010,7,31,19,50,34.0,2.4,22.14,94.112
2010,7,31,20,50,62.0,2.6,22.14,94.112
2010,7,31,21,50,58.0,2.6,22.14,94.112
2010,7,31,22,50,41.0,2.3,22.14,94.112
2010,7,31,23,50,34.0,2.5,22.14,94.112
2010,8,1,0,50,25.0,3.0,22.14,94.112
2010,8,1,1,50,39.0,3.0,22.14,94.112
2010,8,1,2,50,38.0,3.3,22.14,94.112
2010,8,1,3,50,46.0,2.2,22.14,94.112
2010,8,1,4,50,48.0,2.7,22.14,94.112
2010,8,1,5,50,54.0,2.6,22.14,94.112
2010,8,1,6,50,52.0,1.4,22.14,94.112
2010,8,1,7,50,77.0,1.8,22.14,94.112
2010,8,1,8,50,50.0,2.0,22.14,94.112
2010,8,1,9,50,64.0,1.2,22.14,94.112
2010,8,1,10,50,65.0,1.3,22.14,94.112
2010,8,1,11,50,72.0,0.8,22.14,94.112
2010,8,1,12,50,43.0,0.4,22.14,94.112
2010,8,1,13,50,79.0,0.2,22.14,94.112
2010,8,1,14,50,344.0,1.4,22.14,94.112
2010,8,1,15,50,305.0,1.0,22.14,94.112
2010,8,1,16,50,331.0,1.1,22.14,94.112
2010,8,1,17,50,0.0,1.7,22.14,94.112
2010,8,1,18,50,21.0,1.7,22.14,94.112
2010,8,1,19,50,3.0,1.4,22.14,94.112
2010,8,1,20,50,356.0,1.4,22.14,94.112
2010,8,1,21,50,6.0,1.6,22.14,94.112
2010,8,1,22,50,2.0,2.1,22.14,94.112
2010,8,1,23,50,8.0,1.8,22.14,94.112
2010,8,2,0,50,26.0,2.2,22.14,94.112
2010,8,2,1,50,27.0,2.2,22.14,94.112
2010,8,2,2,50,22.0,1.6,22.14,94.112
2010,8,2,3,50,40.0,2.0,22.14,94.112
2010,8,2,4,50,54.0,1.7,22.14,94.112
2010,8,2,5,50,101.0,0.9,22.14,94.112
2010,8,2,6,50,129.0,0.5,22.14,94.112
2010,8,2,7,50,181.0,0.5,22.14,94.112
2010,8,2,8,50,201.0,0.6,22.14,94.112
2010,8,2,9,50,216.0,1.0,22.14,94.112
2010,8,2,10,50,240.0,1.1,22.14,94.112
2010,8,2,11,50,245.0,1.3,22.14,94.112
2010,8,2,12,50,273.0,1.5,22.14,94.112
2010,8,2,13,50,242.0,0.9,22.14,94.112
2010,8,2,14,50,282.0,2.2,22.14,94.112
2010,8,2,15,50,306.0,1.8,22.14,94.112
2010,8,2,16,50,344.0,2.0,22.14,94.112
2010,8,2,17,50,351.0,1.4,22.14,94.112
2010,8,2,18,50,10.0,1.3,22.14,94.112
2010,8,2,19,50,25.0,2.2,22.14,94.112
2010,8,2,20,50,41.0,1.8,22.14,94.112
2010,8,2,21,50,52.0,2.5,22.14,94.112
2010,8,2,22,50,71.0,3.0,22.14,94.112
2010,8,2,23,50,79.0,3.5,22.14,94.112
2010,8,3,0,50,83.0,4.0,22.14,94.112
2010,8,3,1,50,94.0,4.8,22.14,94.112
2010,8,3,2,50,91.0,5.6,22.14,94.112
2010,8,3,3,50,104.0,5.1,22.14,94.112
2010,8,3,4,50,111.0,4.8,22.14,94.112
2010,8,3,5,50,,3.8,22.14,94.112
2010,8,3,6,50,120.0,4.2,22.14,94.112
2010,8,3,7,50,107.0,4.0,22.14,94.112
2010,8,3,8,50,114.0,4.9,22.14,94.112
2010,8,3,9,50,106.0,5.3,22.14,94.112
2010,8,3,10,50,113.0,5.6,22.14,94.112
2010,8,3,11,50,115.0,5.2,22.14,94.112
2010,8,3,12,50,109.0,4.8,22.14,94.112
2010,8,3,13,50,108.0,5.0,22.14,94.112
2010,8,3,14,50,102.0,4.3,22.14,94.112
2010,8,3,15,50,102.0,4.6,22.14,94.112
2010,8,3,16,50,97.0,4.3,22.14,94.112
2010,8,3,17,50,84.0,3.8,22.14,94.112
2010,8,3,18,50,89.0,3.8,22.14,94.112
2010,8,3,19,50,82.0,4.2,22.14,94.112
2010,8,3,20,50,72.0,4.0,22.14,94.112
2010,8,3,21,50,59.0,4.7,22.14,94.112
2010,8,3,22,50,67.0,5.1,22.14,94.112
2010,8,3,23,50,63.0,5.7,22.14,94.112
2010,8,4,0,50,73.0,6.1,22.14,94.112
2010,8,4,1,50,87.0,6.4,22.14,94.112
2010,8,4,2,50,97.0,7.6,22.14,94.112
2010,8,4,3,50,100.0,7.4,22.14,94.112
2010,8,4,4,50,104.0,7.1,22.14,94.112
2010,8,4,5,50,107.0,6.1,22.14,94.112
2010,8,4,6,50,116.0,5.4,22.14,94.112
2010,8,4,7,50,107.0,3.2,22.14,94.112
2010,8,4,8,50,129.0,3.5,22.14,94.112
2010,8,4,9,50,136.0,3.1,22.14,94.112
2010,8,4,10,50,138.0,2.2,22.14,94.112
2010,8,4,11,50,129.0,2.1,22.14,94.112
2010,8,4,12,50,100.0,1.8,22.14,94.112
2010,8,4,13,50,107.0,1.0,22.14,94.112
2010,8,4,14,50,105.0,1.9,22.14,94.112
2010,8,4,15,50,88.0,1.7,22.14,94.112
2010,8,4,16,50,61.0,2.3,22.14,94.112
2010,8,4,17,50,42.0,2.7,22.14,94.112
2010,8,4,18,50,46.0,2.7,22.14,94.112
2010,8,4,19,50,44.0,4.0,22.14,94.112
2010,8,4,20,50,49.0,4.7,22.14,94.112
2010,8,4,21,50,36.0,4.8,22.14,94.112
2010,8,4,22,50,34.0,4.9,22.14,94.112
2010,8,4,23,50,56.0,5.3,22.14,94.112
2010,8,5,0,50,53.0,5.4,22.14,94.112
2010,8,5,1,50,50.0,5.7,22.14,94.112
2010,8,5,2,50,63.0,6.0,22.14,94.112
2010,8,5,3,50,62.0,6.4,22.14,94.112
2010,8,5,4,50,67.0,5.9,22.14,94.112
2010,8,5,5,50,84.0,6.0,22.14,94.112
2010,8,5,6,50,90.0,4.6,22.14,94.112
2010,8,5,7,50,82.0,3.2,22.14,94.112
2010,8,5,8,50,102.0,2.8,22.14,94.112
2010,8,5,9,50,127.0,3.0,22.14,94.112
2010,8,5,10,50,100.0,2.0,22.14,94.112
2010,8,5,11,50,81.0,2.6,22.14,94.112
2010,8,5,12,50,165.0,3.4,22.14,94.112
2010,8,5,13,50,135.0,1.1,22.14,94.112
2010,8,5,14,50,155.0,1.2,22.14,94.112
2010,8,5,15,50,214.0,0.4,22.14,94.112
2010,8,5,16,50,19.0,0.6,22.14,94.112
2010,8,5,17,50,352.0,1.3,22.14,94.112
2010,8,5,18,50,354.0,2.4,22.14,94.112
2010,8,5,19,50,39.0,2.7,22.14,94.112
2010,8,5,20,50,52.0,3.0,22.14,94.112
2010,8,5,21,50,43.0,4.4,22.14,94.112
2010,8,5,22,50,54.0,4.3,22.14,94.112
2010,8,5,23,50,59.0,4.8,22.14,94.112
2010,8,6,0,50,55.0,4.5,22.14,94.112
2010,8,6,1,50,72.0,4.6,22.14,94.112
2010,8,6,2,50,96.0,4.9,22.14,94.112
2010,8,6,3,50,102.0,4.4,22.14,94.112
2010,8,6,4,50,107.0,4.5,22.14,94.112
2010,8,6,5,50,111.0,4.8,22.14,94.112
2010,8,6,6,50,137.0,3.9,22.14,94.112
2010,8,6,7,50,110.0,4.0,22.14,94.112
2010,8,6,8,50,125.0,4.6,22.14,94.112
2010,8,6,9,50,136.0,5.0,22.14,94.112
2010,8,6,10,50,134.0,5.1,22.14,94.112
2010,8,6,11,50,136.0,4.9,22.14,94.112
2010,8,6,12,50,130.0,3.8,22.14,94.112
2010,8,6,13,50,137.0,4.5,22.14,94.112
2010,8,6,14,50,131.0,3.3,22.14,94.112
2010,8,6,15,50,131.0,3.2,22.14,94.112
2010,8,6,16,50,127.0,3.0,22.14,94.112
2010,8,6,17,50,138.0,2.1,22.14,94.112
2010,8,6,18,50,124.0,2.0,22.14,94.112
2010,8,6,19,50,96.0,2.2,22.14,94.112
2010,8,6,20,50,,2.0,22.14,94.112
2010,8,6,21,50,91.0,2.3,22.14,94.112
2010,8,6,22,50,76.0,3.2,22.14,94.112
2010,8,6,23,50,72.0,4.2,22.14,94.112
2010,8,7,0,50,72.0,4.2,22.14,94.112
2010,8,7,1,50,80.0,5.4,22.14,94.112
2010,8,7,2,50,91.0,5.3,22.14,94.112
2010,8,7,3,50,95.0,5.4,22.14,94.112
2010,8,7,4,50,91.0,5.3,22.14,94.112
2010,8,7,5,50,96.0,5.6,22.14,94.112
2010,8,7,6,50,108.0,4.9,22.14,94.112
2010,8,7,7,50,115.0,4.4,22.14,94.112
2010,8,7,8,50,118.0,4.4,22.14,94.112
2010,8,7,9,50,128.0,4.7,22.14,94.112
2010,8,7,10,50,131.0,4.3,22.14,94.112
2010,8,7,11,50,114.0,4.0,22.14,94.112
2010,8,7,12,50,120.0,4.9,22.14,94.112
2010,8,7,13,50,123.0,5.3,22.14,94.112
2010,8,7,14,50,126.0,4.6,22.14,94.112
2010,8,7,15,50,122.0,4.0,22.14,94.112
2010,8,7,16,50,119.0,2.9,22.14,94.112
2010,8,7,17,50,111.0,3.7,22.14,94.112
2010,8,7,18,50,108.0,4.5,22.14,94.112
2010,8,7,19,50,109.0,5.6,22.14,94.112
2010,8,7,20,50,105.0,4.6,22.14,94.112
2010,8,7,21,50,110.0,4.8,22.14,94.112
2010,8,7,22,50,104.0,4.7,22.14,94.112
2010,8,7,23,50,104.0,6.0,22.14,94.112
2010,8,8,0,50,113.0,6.3,22.14,94.112
2010,8,8,1,50,108.0,5.1,22.14,94.112
2010,8,8,2,50,104.0,4.6,22.14,94.112
2010,8,8,3,50,103.0,5.2,22.14,94.112
2010,8,8,4,50,92.0,4.9,22.14,94.112
2010,8,8,5,50,103.0,6.2,22.14,94.112
2010,8,8,6,50,98.0,4.4,22.14,94.112
2010,8,8,7,50,,4.8,22.14,94.112
2010,8,8,8,50,111.0,6.2,22.14,94.112
2010,8,8,9,50,104.0,5.8,22.14,94.112
2010,8,8,10,50,106.0,6.0,22.14,94.112
2010,8,8,11,50,101.0,5.2,22.14,94.112
2010,8,8,12,50,95.0,5.1,22.14,94.112
2010,8,8,13,50,92.0,5.3,22.14,94.112
2010,8,8,14,50,94.0,4.9,22.14,94.112
2010,8,8,15,50,102.0,5.2,22.14,94.112
2010,8,8,16,50,109.0,6.1,22.14,94.112
2010,8,8,17,50,103.0,6.2,22.14,94.112
2010,8,8,18,50,106.0,5.9,22.14,94.112
2010,8,8,19,50,128.0,7.6,22.14,94.112
2010,8,8,20,50,110.0,6.7,22.14,94.112
2010,8,8,21,50,109.0,5.8,22.14,94.112
2010,8,8,22,50,110.0,6.3,22.14,94.112
2010,8,8,23,50,102.0,5.8,22.14,94.112
2010,8,9,0,50,,6.5,22.14,94.112
2010,8,9,1,50,98.0,7.0,22.14,94.112
2010,8,9,2,50,103.0,8.6,22.14,94.112
2010,8,9,3,50,109.0,8.3,22.14,94.112
2010,8,9,4,50,114.0,9.0,22.14,94.112
2010,8,9,5,50,116.0,8.3,22.14,94.112
2010,8,9,6,50,115.0,7.8,22.14,94.112
2010,8,9,7,50,115.0,6.5,22.14,94.112
2010,8,9,8,50,82.0,4.7,22.14,94.112
2010,8,9,9,50,126.0,8.6,22.14,94.112
2010,8,9,10,50,112.0,7.9,22.14,94.112
2010,8,9,11,50,117.0,7.6,22.14,94.112
2010,8,9,12,50,128.0,8.7,22.14,94.112
2010,8,9,13,50,136.0,8.1,22.14,94.112
2010,8,9,14,50,144.0,7.9,22.14,94.112
2010,8,9,15,50,138.0,6.9,22.14,94.112
2010,8,9,16,50,149.0,6.8,22.14,94.112
2010,8,9,17,50,143.0,6.0,22.14,94.112
2010,8,9,18,50,193.0,3.2,22.14,94.112
2010,8,9,19,50,154.0,1.9,22.14,94.112
2010,8,9,20,50,117.0,5.7,22.14,94.112
2010,8,9,21,50,110.0,6.7,22.14,94.112
2010,8,9,22,50,105.0,7.3,22.14,94.112
2010,8,9,23,50,105.0,7.2,22.14,94.112
2010,8,10,0,50,108.0,7.6,22.14,94.112
2010,8,10,1,50,101.0,7.0,22.14,94.112
2010,8,10,2,50,110.0,7.6,22.14,94.112
2010,8,10,3,50,113.0,7.3,22.14,94.112
2010,8,10,4,50,113.0,5.4,22.14,94.112
2010,8,10,5,50,110.0,4.8,22.14,94.112
2010,8,10,6,50,133.0,3.8,22.14,94.112
2010,8,10,7,50,115.0,4.1,22.14,94.112
2010,8,10,8,50,105.0,4.3,22.14,94.112
2010,8,10,9,50,127.0,5.0,22.14,94.112
2010,8,10,10,50,110.0,4.1,22.14,94.112
2010,8,10,11,50,94.0,4.4,22.14,94.112
2010,8,10,12,50,100.0,4.8,22.14,94.112
2010,8,10,13,50,78.0,4.8,22.14,94.112
2010,8,10,14,50,80.0,6.3,22.14,94.112
2010,8,10,15,50,88.0,5.7,22.14,94.112
2010,8,10,16,50,88.0,6.4,22.14,94.112
2010,8,10,17,50,92.0,6.6,22.14,94.112
2010,8,10,18,50,91.0,6.4,22.14,94.112
2010,8,10,19,50,97.0,6.0,22.14,94.112
2010,8,10,20,50,101.0,5.1,22.14,94.112
2010,8,10,21,50,101.0,4.7,22.14,94.112
2010,8,10,22,50,102.0,4.6,22.14,94.112
2010,8,10,23,50,100.0,4.4,22.14,94.112
2010,8,11,0,50,100.0,4.7,22.14,94.112
2010,8,11,1,50,108.0,5.1,22.14,94.112
2010,8,11,2,50,107.0,5.2,22.14,94.112
2010,8,11,3,50,108.0,4.7,22.14,94.112
2010,8,11,4,50,103.0,4.2,22.14,94.112
2010,8,11,5,50,131.0,3.0,22.14,94.112
2010,8,11,6,50,155.0,2.5,22.14,94.112
2010,8,11,7,50,147.0,2.6,22.14,94.112
2010,8,11,8,50,135.0,2.8,22.14,94.112
2010,8,11,9,50,129.0,1.6,22.14,94.112
2010,8,11,10,50,93.0,1.2,22.14,94.112
2010,8,11,11,50,36.0,1.1,22.14,94.112
2010,8,11,12,50,97.0,2.4,22.14,94.112
2010,8,11,13,50,97.0,2.1,22.14,94.112
2010,8,11,14,50,102.0,2.5,22.14,94.112
2010,8,11,15,50,92.0,2.2,22.14,94.112
2010,8,11,16,50,80.0,2.3,22.14,94.112
2010,8,11,17,50,,3.0,22.14,94.112
2010,8,11,18,50,73.0,2.4,22.14,94.112
2010,8,11,19,50,109.0,2.5,22.14,94.112
2010,8,11,20,50,98.0,2.6,22.14,94.112
2010,8,11,21,50,84.0,3.3,22.14,94.112
2010,8,11,22,50,102.0,2.9,22.14,94.112
2010,8,11,23,50,107.0,3.3,22.14,94.112
2010,8,12,0,50,93.0,3.7,22.14,94.112
2010,8,12,1,50,133.0,4.1,22.14,94.112
2010,8,12,2,50,131.0,4.1,22.14,94.112
2010,8,12,3,50,138.0,3.6,22.14,94.112
2010,8,12,4,50,137.0,3.2,22.14,94.112
2010,8,12,5,50,137.0,3.4,22.14,94.112
2010,8,12,6,50,137.0,3.4,22.14,94.112
2010,8,12,7,50,150.0,4.6,22.14,94.112
2010,8,12,8,50,152.0,4.6,22.14,94.112
2010,8,12,9,50,146.0,4.6,22.14,94.112
2010,8,12,10,50,162.0,5.3,22.14,94.112
2010,8,12,11,50,146.0,4.9,22.14,94.112
2010,8,12,12,50,144.0,4.6,22.14,94.112
2010,8,12,13,50,137.0,4.3,22.14,94.112
2010,8,12,14,50,134.0,4.0,22.14,94.112
2010,8,12,15,50,129.0,5.1,22.14,94.112
2010,8,12,16,50,137.0,5.2,22.14,94.112
2010,8,12,17,50,149.0,7.2,22.14,94.112
2010,8,12,18,50,156.0,4.5,22.14,94.112
2010,8,12,19,50,163.0,3.8,22.14,94.112
2010,8,12,20,50,157.0,2.8,22.14,94.112
2010,8,12,21,50,143.0,2.7,22.14,94.112
2010,8,12,22,50,137.0,4.1,22.14,94.112
2010,8,12,23,50,129.0,3.3,22.14,94.112
2010,8,13,0,50,109.0,4.7,22.14,94.112
2010,8,13,1,50,117.0,4.4,22.14,94.112
2010,8,13,2,50,129.0,4.4,22.14,94.112
2010,8,13,3,50,132.0,5.1,22.14,94.112
2010,8,13,4,50,122.0,5.3,22.14,94.112
2010,8,13,5,50,123.0,5.5,22.14,94.112
2010,8,13,6,50,140.0,5.7,22.14,94.112
2010,8,13,7,50,139.0,6.4,22.14,94.112
2010,8,13,8,50,140.0,7.1,22.14,94.112
2010,8,13,9,50,127.0,7.5,22.14,94.112
2010,8,13,10,50,135.0,7.4,22.14,94.112
2010,8,13,11,50,142.0,7.2,22.14,94.112
2010,8,13,12,50,137.0,6.1,22.14,94.112
2010,8,13,13,50,123.0,6.1,22.14,94.112
2010,8,13,14,50,122.0,5.9,22.14,94.112
2010,8,13,15,50,121.0,6.6,22.14,94.112
2010,8,13,16,50,128.0,5.6,22.14,94.112
2010,8,13,17,50,125.0,5.6,22.14,94.112
