year,month,day,hour,min,wind dir,wind speed,lat,lon,current dir,current speed
2010,1,12,7,50,286.0,7.9,28.787,86.007,,
2010,1,12,8,50,290.0,8.1,28.787,86.007,,
2010,1,12,9,50,302.0,8.4,28.787,86.007,,
2010,1,12,10,50,311.0,8.1,28.787,86.007,,
2010,1,12,11,50,308.0,7.5,28.787,86.007,,
2010,1,12,12,50,312.0,7.2,28.787,86.007,,
2010,1,12,13,50,318.0,5.4,28.787,86.007,,
2010,1,12,14,50,320.0,5.5,28.787,86.007,,
2010,1,12,15,50,305.0,5.9,28.787,86.007,,
2010,1,12,16,50,320.0,6.6,28.787,86.007,,
2010,1,12,17,50,316.0,6.1,28.787,86.007,,
2010,1,12,18,50,302.0,6.4,28.787,86.007,,
2010,1,12,19,50,304.0,7.0,28.787,86.007,,
2010,1,12,20,50,300.0,6.8,28.787,86.007,,
2010,1,12,21,50,298.0,6.5,28.787,86.007,,
2010,1,12,22,50,309.0,7.2,28.787,86.007,,
2010,1,12,23,50,314.0,7.4,28.787,86.007,,
2010,1,13,0,50,310.0,8.2,28.787,86.007,,
2010,1,13,1,50,313.0,7.7,28.787,86.007,,
2010,1,13,2,50,324.0,7.5,28.787,86.007,,
2010,1,13,3,50,320.0,7.6,28.787,86.007,,
2010,1,13,4,50,345.0,7.4,28.787,86.007,,
2010,1,13,5,50,345.0,6.7,28.787,86.007,,
2010,1,13,6,50,1.0,7.3,28.787,86.007,,
2010,1,13,7,50,16.0,7.8,28.787,86.007,,
2010,1,13,8,50,17.0,6.3,28.787,86.007,,
2010,1,13,9,50,18.0,6.8,28.787,86.007,,
2010,1,13,10,50,17.0,7.3,28.787,86.007,,
2010,1,13,11,50,11.0,6.0,28.787,86.007,,
2010,1,13,12,50,18.0,4.8,28.787,86.007,,
2010,1,13,13,50,30.0,2.9,28.787,86.007,,
2010,1,13,14,50,19.0,2.5,28.787,86.007,,
2010,1,13,15,50,36.0,2.7,28.787,86.007,,
2010,1,13,16,50,4.0,2.4,28.787,86.007,,
2010,1,13,17,50,20.0,1.2,28.787,86.007,,
2010,1,13,18,50,11.0,1.2,28.787,86.007,,
2010,1,13,19,50,317.0,0.3,28.787,86.007,,
2010,1,13,20,50,58.0,1.6,28.787,86.007,,
2010,1,13,21,50,41.0,2.3,28.787,86.007,,
2010,1,13,22,50,61.0,0.8,28.787,86.007,,
2010,1,13,23,50,57.0,1.3,28.787,86.007,,
2010,1,14,0,50,36.0,2.4,28.787,86.007,,
2010,1,14,1,50,31.0,2.3,28.787,86.007,,
2010,1,14,2,50,46.0,3.1,28.787,86.007,,
2010,1,14,3,50,53.0,3.7,28.787,86.007,,
2010,1,14,4,50,58.0,1.7,28.787,86.007,,
2010,1,14,5,50,37.0,1.5,28.787,86.007,,
2010,1,14,6,50,92.0,1.5,28.787,86.007,,
2010,1,14,7,50,53.0,2.0,28.787,86.007,,
2010,1,14,8,50,48.0,2.1,28.787,86.007,,
2010,1,14,9,50,61.0,4.2,28.787,86.007,,
2010,1,14,10,50,103.0,3.4,28.787,86.007,,
2010,1,14,11,50,136.0,2.2,28.787,86.007,,
2010,1,14,12,50,96.0,2.2,28.787,86.007,,
2010,1,14,13,50,86.0,2.8,28.787,86.007,,
2010,1,14,14,50,60.0,1.6,28.787,86.007,,
2010,1,14,15,50,87.0,2.4,28.787,86.007,,
2010,1,14,16,50,71.0,2.4,28.787,86.007,,
2010,1,14,17,50,95.0,3.1,28.787,86.007,,
2010,1,14,18,50,98.0,4.0,28.787,86.007,,
2010,1,14,19,50,105.0,2.4,28.787,86.007,,
2010,1,14,20,50,106.0,2.1,28.787,86.007,,
2010,1,14,21,50,111.0,4.0,28.787,86.007,,
2010,1,14,22,50,93.0,5.9,28.787,86.007,,
2010,1,14,23,50,127.0,4.3,28.787,86.007,,
2010,1,15,0,50,102.0,6.3,28.787,86.007,,
2010,1,15,1,50,101.0,5.2,28.787,86.007,,
2010,1,15,2,50,105.0,5.9,28.787,86.007,,
2010,1,15,3,50,127.0,4.6,28.787,86.007,,
2010,1,15,4,50,118.0,5.5,28.787,86.007,,
2010,1,15,5,50,127.0,6.0,28.787,86.007,,
2010,1,15,6,50,96.0,6.2,28.787,86.007,,
2010,1,15,7,50,103.0,5.2,28.787,86.007,,
2010,1,15,8,50,76.0,7.5,28.787,86.007,,
2010,1,15,9,50,80.0,9.0,28.787,86.007,,
2010,1,15,10,50,84.0,8.7,28.787,86.007,,
2010,1,15,11,50,90.0,9.8,28.787,86.007,,
2010,1,15,12,50,105.0,9.4,28.787,86.007,,
2010,1,15,13,50,100.0,8.8,28.787,86.007,,
2010,1,15,14,50,97.0,9.0,28.787,86.007,,
2010,1,15,15,50,101.0,9.9,28.787,86.007,,
2010,1,15,16,50,105.0,10.0,28.787,86.007,,
2010,1,15,17,50,112.0,9.4,28.787,86.007,,
2010,1,15,18,50,108.0,9.4,28.787,86.007,,
2010,1,15,19,50,97.0,10.0,28.787,86.007,,
2010,1,15,20,50,90.0,10.9,28.787,86.007,,
2010,1,15,21,50,85.0,10.9,28.787,86.007,,
2010,1,15,22,50,91.0,9.4,28.787,86.007,,
2010,1,15,23,50,85.0,9.9,28.787,86.007,,
2010,1,16,0,50,90.0,9.4,28.787,86.007,,
2010,1,16,1,50,86.0,9.8,28.787,86.007,,
2010,1,16,2,50,77.0,11.7,28.787,86.007,,
2010,1,16,3,50,77.0,10.6,28.787,86.007,,
2010,1,16,4,50,75.0,12.0,28.787,86.007,,
2010,1,16,5,50,71.0,11.0,28.787,86.007,,
