year,month,day,hour,min,current dir,current speed,wind dir,wind speed,lat,lon
2010,1,7,23,20,,,,,27.173,82.924
2010,1,7,23,40,,,,,27.173,82.924
2010,1,8,0,0,,,,,27.173,82.924
2010,1,8,0,20,,,,,27.173,82.924
2010,1,8,0,40,,,,,27.173,82.924
2010,1,8,1,0,,,,,27.173,82.924
2010,1,8,1,20,,,,,27.173,82.924
2010,1,8,1,40,,,,,27.173,82.924
2010,1,8,2,0,,,,,27.173,82.924
2010,1,8,2,20,,,,,27.173,82.924
2010,1,8,2,40,,,,,27.173,82.924
2010,1,8,3,0,,,,,27.173,82.924
2010,1,8,3,20,,,,,27.173,82.924
2010,1,8,3,40,,,,,27.173,82.924
2010,1,8,4,0,,,,,27.173,82.924
2010,1,8,4,20,,,,,27.173,82.924
2010,1,8,4,40,,,,,27.173,82.924
2010,1,8,5,0,,,,,27.173,82.924
2010,1,8,5,20,,,,,27.173,82.924
2010,1,8,5,40,,,,,27.173,82.924
2010,1,8,6,0,,,,,27.173,82.924
2010,1,8,6,20,,,,,27.173,82.924
2010,1,8,6,40,,,,,27.173,82.924
2010,1,8,7,0,,,,,27.173,82.924
2010,1,8,7,20,,,,,27.173,82.924
2010,1,8,7,40,,,,,27.173,82.924
2010,1,8,8,0,,,,,27.173,82.924
2010,1,8,8,20,,,,,27.173,82.924
2010,1,8,8,40,,,,,27.173,82.924
2010,1,8,9,0,,,,,27.173,82.924
2010,1,8,9,20,,,,,27.173,82.924
2010,1,8,9,40,,,,,27.173,82.924
2010,1,8,10,0,,,,,27.173,82.924
2010,1,8,10,20,,,,,27.173,82.924
2010,1,8,10,40,,,,,27.173,82.924
2010,1,8,11,0,,,,,27.173,82.924
2010,1,8,11,20,,,,,27.173,82.924
2010,1,8,11,40,,,,,27.173,82.924
2010,1,8,12,0,,,,,27.173,82.924
2010,1,8,12,20,,,,,27.173,82.924
2010,1,8,12,40,,,,,27.173,82.924
2010,1,8,13,0,,,,,27.173,82.924
2010,1,8,13,20,,,,,27.173,82.924
2010,1,8,13,40,,,,,27.173,82.924
2010,1,8,14,0,,,,,27.173,82.924
2010,1,8,14,20,,,,,27.173,82.924
2010,1,8,14,40,,,,,27.173,82.924
2010,1,8,15,0,,,,,27.173,82.924
2010,1,8,15,20,,,,,27.173,82.924
2010,1,8,15,40,,,,,27.173,82.924
2010,1,8,16,0,,,,,27.173,82.924
2010,1,8,16,20,,,,,27.173,82.924
2010,1,8,16,40,,,,,27.173,82.924
2010,1,8,17,0,,,,,27.173,82.924
2010,1,8,17,20,,,,,27.173,82.924
2010,1,8,17,40,,,,,27.173,82.924
2010,1,8,18,0,,,,,27.173,82.924
2010,1,8,18,20,,,,,27.173,82.924
2010,1,8,18,40,,,,,27.173,82.924
2010,1,8,19,0,,,,,27.173,82.924
2010,1,8,19,20,,,,,27.173,82.924
2010,1,8,19,40,,,,,27.173,82.924
2010,1,8,20,0,,,,,27.173,82.924
2010,1,8,20,20,,,,,27.173,82.924
2010,1,8,20,40,,,,,27.173,82.924
2010,1,8,21,0,,,,,27.173,82.924
2010,1,8,21,20,,,,,27.173,82.924
2010,1,8,21,40,,,,,27.173,82.924
2010,1,8,22,0,,,,,27.173,82.924
2010,1,8,22,20,,,,,27.173,82.924
2010,1,8,22,40,,,,,27.173,82.924
2010,1,8,23,0,,,,,27.173,82.924
2010,1,8,23,20,,,,,27.173,82.924
2010,1,8,23,40,,,,,27.173,82.924
2010,1,9,0,0,,,,,27.173,82.924
2010,1,9,0,20,,,,,27.173,82.924
2010,1,9,0,40,,,,,27.173,82.924
2010,1,9,1,0,,,,,27.173,82.924
2010,1,9,1,20,,,,,27.173,82.924
2010,1,9,1,40,,,,,27.173,82.924
2010,1,9,2,0,,,,,27.173,82.924
2010,1,9,2,20,,,,,27.173,82.924
2010,1,9,2,40,,,,,27.173,82.924
2010,1,9,3,0,,,,,27.173,82.924
2010,1,9,3,20,,,,,27.173,82.924
2010,1,9,3,40,,,,,27.173,82.924
2010,1,9,4,0,,,,,27.173,82.924
2010,1,9,4,20,,,,,27.173,82.924
2010,1,9,4,40,,,,,27.173,82.924
2010,1,9,5,0,,,,,27.173,82.924
2010,1,9,5,20,,,,,27.173,82.924
2010,1,9,5,40,,,,,27.173,82.924
2010,1,9,6,0,,,,,27.173,82.924
2010,1,9,6,20,,,,,27.173,82.924
2010,1,9,6,40,,,,,27.173,82.924
2010,1,9,7,0,,,,,27.173,82.924
2010,1,9,7,20,,,,,27.173,82.924
2010,1,9,7,40,,,,,27.173,82.924
2010,1,9,8,0,,,,,27.173,82.924
2010,1,9,8,20,,,,,27.173,82.924
2010,1,9,8,40,,,,,27.173,82.924
2010,1,9,9,0,,,,,27.173,82.924
2010,1,9,9,20,,,,,27.173,82.924
2010,1,9,9,40,,,,,27.173,82.924
2010,1,9,10,0,,,,,27.173,82.924
2010,1,9,10,20,,,,,27.173,82.924
2010,1,9,10,40,,,,,27.173,82.924
2010,1,9,11,0,,,,,27.173,82.924
2010,1,9,11,20,,,,,27.173,82.924
2010,1,9,11,40,,,,,27.173,82.924
2010,1,9,12,0,,,,,27.173,82.924
2010,1,9,12,20,,,,,27.173,82.924
2010,1,9,12,40,,,,,27.173,82.924
2010,1,9,13,0,,,,,27.173,82.924
2010,1,9,13,20,,,,,27.173,82.924
2010,1,9,13,40,,,,,27.173,82.924
2010,1,9,14,0,,,,,27.173,82.924
2010,1,9,14,20,,,,,27.173,82.924
2010,1,9,14,40,,,,,27.173,82.924
2010,1,9,15,0,,,,,27.173,82.924
2010,1,9,15,20,,,,,27.173,82.924
2010,1,9,15,40,,,,,27.173,82.924
2010,1,9,16,0,,,,,27.173,82.924
2010,1,9,16,20,,,,,27.173,82.924
2010,1,9,16,40,,,,,27.173,82.924
2010,1,9,17,0,,,,,27.173,82.924
2010,1,9,17,20,,,,,27.173,82.924
2010,1,9,17,40,,,,,27.173,82.924
2010,1,9,18,0,,,,,27.173,82.924
2010,1,9,18,20,,,,,27.173,82.924
2010,1,9,18,40,,,,,27.173,82.924
2010,1,9,19,0,,,,,27.173,82.924
2010,1,9,19,20,,,,,27.173,82.924
2010,1,9,19,40,,,,,27.173,82.924
2010,1,9,20,0,,,,,27.173,82.924
2010,1,9,20,20,,,,,27.173,82.924
2010,1,9,20,40,,,,,27.173,82.924
2010,1,9,21,0,,,,,27.173,82.924
2010,1,9,21,20,,,,,27.173,82.924
2010,1,9,21,40,,,,,27.173,82.924
2010,1,9,22,0,,,,,27.173,82.924
2010,1,9,22,20,,,,,27.173,82.924
2010,1,9,22,40,,,,,27.173,82.924
2010,1,9,23,0,,,,,27.173,82.924
2010,1,9,23,20,,,,,27.173,82.924
2010,1,9,23,40,,,,,27.173,82.924
2010,1,10,0,0,,,,,27.173,82.924
2010,1,10,0,20,,,,,27.173,82.924
2010,1,10,0,40,,,,,27.173,82.924
2010,1,10,1,0,,,,,27.173,82.924
2010,1,10,1,20,,,,,27.173,82.924
2010,1,10,1,40,,,,,27.173,82.924
2010,1,10,2,0,,,,,27.173,82.924
2010,1,10,2,20,,,,,27.173,82.924
2010,1,10,2,40,,,,,27.173,82.924
2010,1,10,3,0,,,,,27.173,82.924
2010,1,10,3,20,,,,,27.173,82.924
2010,1,10,3,40,,,,,27.173,82.924
2010,1,10,4,0,,,,,27.173,82.924
2010,1,10,4,20,,,,,27.173,82.924
2010,1,10,4,40,,,,,27.173,82.924
2010,1,10,5,0,,,,,27.173,82.924
2010,1,10,5,20,,,,,27.173,82.924
2010,1,10,5,40,,,,,27.173,82.924
2010,1,10,6,0,,,,,27.173,82.924
2010,1,10,6,20,,,,,27.173,82.924
2010,1,10,6,40,,,,,27.173,82.924
2010,1,10,7,0,,,,,27.173,82.924
2010,1,10,7,20,,,,,27.173,82.924
2010,1,10,7,40,,,,,27.173,82.924
2010,1,10,8,0,,,,,27.173,82.924
2010,1,10,8,20,,,,,27.173,82.924
2010,1,10,8,40,,,,,27.173,82.924
2010,1,10,9,0,,,,,27.173,82.924
2010,1,10,9,20,,,,,27.173,82.924
2010,1,10,9,40,,,,,27.173,82.924
2010,1,10,10,0,,,,,27.173,82.924
2010,1,10,10,20,,,,,27.173,82.924
2010,1,10,10,40,,,,,27.173,82.924
2010,1,10,11,0,,,,,27.173,82.924
2010,1,10,11,20,,,,,27.173,82.924
2010,1,10,11,40,,,,,27.173,82.924
2010,1,10,12,0,,,,,27.173,82.924
2010,1,10,12,20,,,,,27.173,82.924
2010,1,10,12,40,,,,,27.173,82.924
2010,1,10,13,0,,,,,27.173,82.924
2010,1,10,13,20,,,,,27.173,82.924
2010,1,10,13,40,,,,,27.173,82.924
2010,1,10,14,0,,,,,27.173,82.924
2010,1,10,14,20,,,,,27.173,82.924
2010,1,10,14,40,,,,,27.173,82.924
2010,1,10,15,0,,,,,27.173,82.924
2010,1,10,15,20,,,,,27.173,82.924
2010,1,10,15,40,,,,,27.173,82.924
2010,1,10,16,0,,,,,27.173,82.924
2010,1,10,16,20,,,,,27.173,82.924
2010,1,10,16,40,,,,,27.173,82.924
2010,1,10,17,0,,,,,27.173,82.924
2010,1,10,17,20,,,,,27.173,82.924
2010,1,10,17,40,,,,,27.173,82.924
2010,1,10,18,0,,,,,27.173,82.924
2010,1,10,18,20,,,,,27.173,82.924
2010,1,10,18,40,,,,,27.173,82.924
2010,1,10,19,0,,,,,27.173,82.924
2010,1,10,19,20,,,,,27.173,82.924
2010,1,10,19,40,,,,,27.173,82.924
2010,1,10,20,0,,,,,27.173,82.924
2010,1,10,20,20,,,,,27.173,82.924
2010,1,10,20,40,,,,,27.173,82.924
2010,1,10,21,0,,,,,27.173,82.924
2010,1,10,21,20,,,,,27.173,82.924
2010,1,10,21,40,,,,,27.173,82.924
2010,1,10,22,0,,,,,27.173,82.924
2010,1,10,22,20,,,,,27.173,82.924
2010,1,10,22,40,,,,,27.173,82.924
2010,1,10,23,0,,,,,27.173,82.924
2010,1,10,23,20,,,,,27.173,82.924
2010,1,10,23,40,,,,,27.173,82.924
2010,1,11,0,0,,,,,27.173,82.924
2010,1,11,0,20,,,,,27.173,82.924
2010,1,11,0,40,,,,,27.173,82.924
2010,1,11,1,0,,,,,27.173,82.924
2010,1,11,1,20,,,,,27.173,82.924
2010,1,11,1,40,,,,,27.173,82.924
2010,1,11,2,0,,,,,27.173,82.924
2010,1,11,2,20,,,,,27.173,82.924
2010,1,11,2,40,,,,,27.173,82.924
2010,1,11,3,0,,,,,27.173,82.924
2010,1,11,3,20,,,,,27.173,82.924
2010,1,11,3,40,,,,,27.173,82.924
2010,1,11,4,0,,,,,27.173,82.924
2010,1,11,4,20,,,,,27.173,82.924
2010,1,11,4,40,,,,,27.173,82.924
2010,1,11,5,0,,,,,27.173,82.924
2010,1,11,5,20,,,,,27.173,82.924
2010,1,11,5,40,,,,,27.173,82.924
2010,1,11,6,0,,,,,27.173,82.924
2010,1,11,6,20,,,,,27.173,82.924
2010,1,11,6,40,,,,,27.173,82.924
2010,1,11,7,0,,,,,27.173,82.924
2010,1,11,7,20,,,,,27.173,82.924
2010,1,11,7,40,,,,,27.173,82.924
2010,1,11,8,0,,,,,27.173,82.924
2010,1,11,8,20,,,,,27.173,82.924
2010,1,11,8,40,,,,,27.173,82.924
2010,1,11,9,0,,,,,27.173,82.924
2010,1,11,9,20,,,,,27.173,82.924
2010,1,11,9,40,,,,,27.173,82.924
2010,1,11,10,0,,,,,27.173,82.924
2010,1,11,10,20,,,,,27.173,82.924
2010,1,11,10,40,,,,,27.173,82.924
2010,1,11,11,0,,,,,27.173,82.924
2010,1,11,11,20,,,,,27.173,82.924
2010,1,11,11,40,,,,,27.173,82.924
2010,1,11,12,0,,,,,27.173,82.924
2010,1,11,12,20,,,,,27.173,82.924
2010,1,11,12,40,,,,,27.173,82.924
2010,1,11,13,0,,,,,27.173,82.924
2010,1,11,13,20,,,,,27.173,82.924
2010,1,11,13,40,,,,,27.173,82.924
2010,1,11,14,0,,,,,27.173,82.924
2010,1,11,14,20,,,,,27.173,82.924
2010,1,11,14,40,,,,,27.173,82.924
2010,1,11,15,0,,,,,27.173,82.924
2010,1,11,15,20,,,,,27.173,82.924
2010,1,11,15,40,,,,,27.173,82.924
2010,1,11,16,0,,,,,27.173,82.924
2010,1,11,16,20,,,,,27.173,82.924
2010,1,11,16,40,,,,,27.173,82.924
2010,1,11,17,0,,,,,27.173,82.924
2010,1,11,17,20,,,,,27.173,82.924
2010,1,11,17,40,,,,,27.173,82.924
2010,1,11,18,0,,,,,27.173,82.924
2010,1,11,18,20,,,,,27.173,82.924
2010,1,11,18,40,,,,,27.173,82.924
2010,1,11,19,0,,,,,27.173,82.924
2010,1,11,19,20,,,,,27.173,82.924
2010,1,11,19,40,,,,,27.173,82.924
2010,1,11,20,0,,,,,27.173,82.924
2010,1,11,20,20,,,,,27.173,82.924
2010,1,11,20,40,,,,,27.173,82.924
2010,1,11,21,0,,,,,27.173,82.924
2010,1,11,21,20,,,,,27.173,82.924
2010,1,11,21,40,,,,,27.173,82.924
2010,1,11,22,0,,,,,27.173,82.924
2010,1,11,22,20,,,,,27.173,82.924
2010,1,11,22,40,,,,,27.173,82.924
2010,1,11,23,0,,,,,27.173,82.924
2010,1,11,23,20,,,,,27.173,82.924
2010,1,11,23,40,,,,,27.173,82.924
2010,1,12,0,0,,,,,27.173,82.924
2010,1,12,0,20,,,,,27.173,82.924
2010,1,12,0,40,,,,,27.173,82.924
2010,1,12,1,0,,,,,27.173,82.924
2010,1,12,1,20,,,,,27.173,82.924
2010,1,12,1,40,,,,,27.173,82.924
2010,1,12,2,0,,,,,27.173,82.924
2010,1,12,2,20,,,,,27.173,82.924
2010,1,12,2,40,,,,,27.173,82.924
2010,1,12,3,0,,,,,27.173,82.924
2010,1,12,3,20,,,,,27.173,82.924
2010,1,12,3,40,,,,,27.173,82.924
2010,1,12,4,0,,,,,27.173,82.924
2010,1,12,4,20,,,,,27.173,82.924
2010,1,12,4,40,,,,,27.173,82.924
2010,1,12,5,0,,,,,27.173,82.924
2010,1,12,5,20,,,,,27.173,82.924
2010,1,12,5,40,,,,,27.173,82.924
2010,1,12,6,0,,,,,27.173,82.924
2010,1,12,6,20,,,,,27.173,82.924
2010,1,12,6,40,,,,,27.173,82.924
2010,1,12,7,0,,,,,27.173,82.924
2010,1,12,7,20,,,,,27.173,82.924
2010,1,12,7,40,,,,,27.173,82.924
2010,1,12,8,0,,,,,27.173,82.924
2010,1,12,8,20,,,,,27.173,82.924
2010,1,12,8,40,,,,,27.173,82.924
2010,1,12,9,0,,,,,27.173,82.924
2010,1,12,9,20,,,,,27.173,82.924
2010,1,12,9,40,,,,,27.173,82.924
2010,1,12,10,0,,,,,27.173,82.924
2010,1,12,10,20,,,,,27.173,82.924
2010,1,12,10,40,,,,,27.173,82.924
2010,1,12,11,0,,,,,27.173,82.924
2010,1,12,12,20,,,,,27.173,82.924
2010,1,12,12,40,,,,,27.173,82.924
2010,1,12,13,0,,,,,27.173,82.924
2010,1,12,13,20,,,,,27.173,82.924
2010,1,12,13,40,,,,,27.173,82.924
2010,1,12,14,0,,,,,27.173,82.924
2010,1,12,14,20,,,,,27.173,82.924
2010,1,12,14,40,,,,,27.173,82.924
2010,1,12,15,0,,,,,27.173,82.924
2010,1,12,15,20,,,,,27.173,82.924
2010,1,12,15,40,,,,,27.173,82.924
2010,1,12,16,0,,,,,27.173,82.924
2010,1,12,16,20,,,,,27.173,82.924
2010,1,12,16,40,,,,,27.173,82.924
2010,1,12,17,0,,,,,27.173,82.924
2010,1,12,17,20,,,,,27.173,82.924
2010,1,12,17,40,,,,,27.173,82.924
2010,1,12,18,0,,,,,27.173,82.924
2010,1,12,18,20,,,,,27.173,82.924
2010,1,12,18,40,,,,,27.173,82.924
2010,1,12,19,0,,,,,27.173,82.924
2010,1,12,19,20,,,,,27.173,82.924
2010,1,12,19,40,,,,,27.173,82.924
2010,1,12,20,0,,,,,27.173,82.924
2010,1,12,20,20,,,,,27.173,82.924
2010,1,12,20,40,,,,,27.173,82.924
2010,1,12,21,0,,,,,27.173,82.924
2010,1,12,21,20,,,,,27.173,82.924
2010,1,12,21,40,,,,,27.173,82.924
2010,1,12,22,0,,,,,27.173,82.924
2010,1,12,22,20,,,,,27.173,82.924
2010,1,12,22,40,,,,,27.173,82.924
2010,1,12,23,0,,,,,27.173,82.924
2010,1,12,23,20,,,,,27.173,82.924
2010,1,12,23,40,,,,,27.173,82.924
2010,1,13,0,0,,,,,27.173,82.924
2010,1,13,0,20,,,,,27.173,82.924
2010,1,13,0,40,,,,,27.173,82.924
2010,1,13,1,0,,,,,27.173,82.924
2010,1,13,1,20,,,,,27.173,82.924
2010,1,13,1,40,,,,,27.173,82.924
2010,1,13,2,0,,,,,27.173,82.924
2010,1,13,2,20,,,,,27.173,82.924
2010,1,13,2,40,,,,,27.173,82.924
2010,1,13,3,0,,,,,27.173,82.924
2010,1,13,3,20,,,,,27.173,82.924
2010,1,13,3,40,,,,,27.173,82.924
2010,1,13,4,0,,,,,27.173,82.924
2010,1,13,4,20,,,,,27.173,82.924
2010,1,13,4,40,,,,,27.173,82.924
2010,1,13,5,0,,,,,27.173,82.924
2010,1,13,5,20,,,,,27.173,82.924
2010,1,13,5,40,,,,,27.173,82.924
2010,1,13,6,0,,,,,27.173,82.924
2010,1,13,6,20,,,,,27.173,82.924
2010,1,13,6,40,,,,,27.173,82.924
2010,1,13,7,0,,,,,27.173,82.924
2010,1,13,7,20,,,,,27.173,82.924
2010,1,13,7,40,,,,,27.173,82.924
2010,1,13,8,0,,,,,27.173,82.924
2010,1,13,8,20,,,,,27.173,82.924
2010,1,13,8,40,,,,,27.173,82.924
2010,1,13,9,0,,,,,27.173,82.924
2010,1,13,9,20,,,,,27.173,82.924
2010,1,13,9,40,,,,,27.173,82.924
2010,1,13,10,0,,,,,27.173,82.924
2010,1,13,10,20,,,,,27.173,82.924
2010,1,13,10,40,,,,,27.173,82.924
2010,1,13,11,0,,,,,27.173,82.924
2010,1,13,11,20,,,,,27.173,82.924
2010,1,13,11,40,,,,,27.173,82.924
2010,1,13,12,0,,,,,27.173,82.924
2010,1,13,12,20,,,,,27.173,82.924
2010,1,13,12,40,,,,,27.173,82.924
2010,1,13,13,0,,,,,27.173,82.924
2010,1,13,13,20,,,,,27.173,82.924
2010,1,13,13,40,,,,,27.173,82.924
2010,1,13,14,0,,,,,27.173,82.924
2010,1,13,14,20,,,,,27.173,82.924
